text,category,location_label,location_mention,source,severity,sentiment
Alert: Heavy traffic congestion in Harni during peak hours. It's been a week.,traffic,Harni,Harni,Social Media,Medium,Negative
Please check: Unseasonal rain in Makarpura. Calling municipal corporation.,weather,Makarpura,Makarpura,WhatsApp,Low,Neutral
Action required: Pile of trash blocking the footpath in Eva Mall. Very dangerous situation.,garbage,Manjalpur,Eva Mall,Social Media,High,Negative
"Andhera hai Harinagar me, lights fix karo.",electricity,Gotri,Harinagar,Official App,Medium,Negative
Report: Need a traffic policeman at Akota Stadium junction.,traffic,Akota,Akota Stadium,Social Media,Medium,Negative
"Help needed: Knee deep water in Makarpura GIDC, please help. Calling municipal corporation.",flooding,Makarpura,Makarpura GIDC,WhatsApp,High,Negative
Complaint: Terrible accident on Abhilasha Char Rasta main road. Please resolve asap.,accident,Sama,Abhilasha Char Rasta,Social Media,High,Negative
Alert: Unknown person loitering suspiciously in Ajwa Chokdi. #Vadodara #VMC,other,Ajwa Road,Ajwa Chokdi,Social Media,Low,Negative
Foul smell coming from garbage dump in Mujmahuda.,garbage,Akota,Mujmahuda,Official App,Medium,Negative
Alert: Cows sitting in the middle of Mandvi road. It is very annoying.,other,Mandvi,Mandvi,Social Media,Medium,Negative
Alert: Strong winds blowing in Sarabhai Compound. VMC please help.,weather,Kala Ghoda,Sarabhai Compound,WhatsApp,Medium,Negative
Heavy traffic congestion in Parivar Char Rasta during peak hours.,traffic,Waghodia Road,Parivar Char Rasta,News Headline,Medium,Negative
Accident prone zone near Sarabhai Compound school needs speed breaker. Please resolve asap.,accident,Kala Ghoda,Sarabhai Compound,Social Media,High,Negative
Report: Bus hit a divider in Kothi Kacheri. VMC please help.,accident,Raopura,Kothi Kacheri,WhatsApp,High,Negative
Please check: Cleaning not done in Makarpura society. VMC please help.,garbage,Makarpura,Makarpura,WhatsApp,Medium,Negative
Urgent: It's extremely hot in Manjalpur today. Authorities please take note.,weather,Manjalpur,Manjalpur,WhatsApp,Low,Neutral
Report: Traffic signal not working at Raopura crossroads. Calling municipal corporation.,traffic,Raopura,Raopura,Social Media,Medium,Negative
Electric pole looking dangerous in Bright School Vasna.,electricity,Vasna Road,Bright School Vasna,Official App,High,Negative
Urgent: Blinkering street lights at Tarsali crossroad. VMC please help.,electricity,Tarsali,Tarsali,WhatsApp,High,Negative
Help needed: Accident ho gaya hai Sayajigunj me. It is very annoying.,accident,Sayajigunj,Sayajigunj,Social Media,High,Negative
Water pipeline leakage near Chemical Zone.,water,Nandesari,Chemical Zone,News Headline,Medium,Negative
Foul smell coming from garbage dump in Gotri. Calling municipal corporation.,garbage,Gotri,Gotri,Social Media,Medium,Negative
Report: Drainage overflow causing water to unexpected levels in Nandesari GIDC. It's been a week.,flooding,Nandesari,Nandesari GIDC,Social Media,High,Negative
Action required: Dead animal near Makarpura GIDC needs removal. #Vadodara #VMC,garbage,Makarpura,Makarpura GIDC,Social Media,High,Negative
Cars parked illegally on Leprosy Ground road causing jam.,traffic,Ajwa Road,Leprosy Ground,Official App,Medium,Negative
Kachra pada hai Waghodia Road road pe.,garbage,Waghodia Road,Waghodia Road,Official App,Medium,Negative
Complaint: Frequent power cuts in Subhanpura since yesterday. Very dangerous situation.,electricity,Subhanpura,Subhanpura,Social Media,High,Negative
Report: Cows sitting in the middle of Fatehgunj road. VMC please help.,other,Fatehgunj,Fatehgunj,Social Media,Medium,Negative
Cars parked illegally on Tandalja Road road causing jam.,traffic,Vasna Road,Tandalja Road,Official App,Medium,Negative
Illegal encroachment on footpath in Dairy Den Circle.,other,Sayajigunj,Dairy Den Circle,Official App,Medium,Negative
Illegal encroachment on footpath in GMERS.,other,Gotri,GMERS,Official App,Medium,Negative
Urgent: Bike slipped due to oil spill near Mandvi Gate. It is very annoying.,accident,Mandvi,Mandvi Gate,WhatsApp,High,Negative
Vishwamitri river water entering Nandesari GIDC low lying areas.,flooding,Nandesari,Nandesari GIDC,News Headline,High,Negative
Action required: Heavy rain predicted for Harni this evening. Authorities please take note.,weather,Harni,Harni,Social Media,Low,Neutral
Help needed: Low pressure water in Iskcon Temple. #Vadodara #VMC,water,Gotri,Iskcon Temple,Social Media,Medium,Negative
Ganda paani aa raha hai High Tension Road me.,water,Subhanpura,High Tension Road,Official App,Medium,Negative
Help needed: Water logging issue at High Tension Road.,flooding,Subhanpura,High Tension Road,WhatsApp,High,Negative
Report: Low pressure water in Harni Warasia Ring Road. VMC please help.,water,Harni,Harni Warasia Ring Road,Social Media,Medium,Negative
Alert: Stray cattle blocking traffic at Fatehgunj. Authorities please take note.,other,Fatehgunj,Fatehgunj,WhatsApp,Medium,Negative
Accident prone zone near Gorwa BIDC school needs speed breaker. VMC please help.,accident,Gorwa,Gorwa BIDC,Social Media,High,Negative
Action required: Railway Station bridge is blocked due to heavy traffic. VMC please help.,traffic,Sayajigunj,Railway Station,Social Media,Medium,Negative
"Please check: Heatwave alert for Sursagar Lake, stay indoors. Very dangerous situation.",weather,Nyay Mandir,Sursagar Lake,WhatsApp,High,Negative
Action required: Huge traffic jam at Circuit House. It is very annoying.,traffic,Alkapuri,Circuit House,WhatsApp,Medium,Negative
Help needed: Foul smell coming from garbage dump in Nandesari GIDC. It is very annoying.,garbage,Nandesari,Nandesari GIDC,Social Media,Medium,Negative
Akota Stadium bridge is blocked due to heavy traffic. Calling municipal corporation.,traffic,Akota,Akota Stadium,Social Media,Medium,Negative
Bus hit a divider in Samta.,accident,Subhanpura,Samta,Official App,High,Negative
Action required: Pedestrian hit by a speeding car in Bright School Vasna. VMC please help.,accident,Vasna Road,Bright School Vasna,Social Media,High,Negative
Alert: Wrong side driving is rampant in Gorwa BIDC. It's been a week.,traffic,Gorwa,Gorwa BIDC,Social Media,Medium,Negative
Strong winds blowing in Tarsali Bypass.,weather,Tarsali,Tarsali Bypass,Official App,Low,Neutral
Complaint: Concorde Building is completely submerged.,flooding,Alkapuri,Concorde Building,Social Media,High,Negative
"Report: Knee deep water in Motnath Mahadev, please help. VMC please help.",flooding,Harni,Motnath Mahadev,WhatsApp,High,Negative
Help needed: Strong winds blowing in Manjalpur. It's been a week.,weather,Manjalpur,Manjalpur,Social Media,Low,Neutral
Complaint: Sweepers not coming to Ajwa Chokdi regularly. #Vadodara #VMC,garbage,Ajwa Road,Ajwa Chokdi,Social Media,Low,Negative
Very unhygienic conditions in Sardar Estate vegetable market.,garbage,Ajwa Road,Sardar Estate,Official App,Medium,Negative
Please check: Heavy rain predicted for Sama Pond this evening. It's been a week.,weather,Sama,Sama Pond,WhatsApp,Low,Neutral
Street lights not working in Mental Hospital.,electricity,Karelibaug,Mental Hospital,Official App,Medium,Negative
Urgent: Dead animal near Sarabhai Compound needs removal.,garbage,Kala Ghoda,Sarabhai Compound,Social Media,High,Negative
Urgent: Water pipeline leakage near High Tension Road. VMC please help.,water,Subhanpura,High Tension Road,WhatsApp,High,Negative
Help needed: Thunderstorm expected in Makarpura GIDC. It's been a week.,weather,Makarpura,Makarpura GIDC,Social Media,Low,Neutral
Cleaning not done in Susen Circle society. Calling municipal corporation.,garbage,Tarsali,Susen Circle,WhatsApp,Medium,Negative
Huge traffic jam at Akota Bridge. Authorities please take note.,traffic,Akota,Akota Bridge,WhatsApp,Medium,Negative
Unseasonal rain in Waghodia Road. #Vadodara #VMC,weather,Waghodia Road,Waghodia Road,WhatsApp,Low,Neutral
Complaint: Cleaning not done in Sayajipura society. It's been a week.,garbage,Ajwa Road,Sayajipura,Social Media,Medium,Negative
Drinking water smells bad in Chemical Zone.,water,Nandesari,Chemical Zone,Official App,Medium,Negative
Report: Saffron Tower is completely submerged. Authorities please take note.,flooding,Fatehgunj,Saffron Tower,Social Media,High,Negative
"Heatwave alert for Madhuban Circle, stay indoors.",weather,Gorwa,Madhuban Circle,News Headline,Medium,Negative
Urgent: Illegal encroachment on footpath in Sama Pond. Please resolve asap.,other,Sama,Sama Pond,WhatsApp,High,Negative
Complaint: Parshuram Bhattha is completely submerged.,flooding,Sayajigunj,Parshuram Bhattha,Social Media,High,Negative
Complaint: Foul smell coming from garbage dump in Shreyas School. It's been a week.,garbage,Manjalpur,Shreyas School,Social Media,Medium,Negative
Huge traffic jam at Windsor Plaza.,traffic,Alkapuri,Windsor Plaza,Official App,Medium,Negative
Complaint: Sayajipura bridge is blocked due to heavy traffic.,traffic,Ajwa Road,Sayajipura,WhatsApp,Medium,Negative
Susen Circle is completely dark at night.,electricity,Tarsali,Susen Circle,News Headline,High,Negative
Report: Garbage not collected in Subhanpura for 3 days. #Vadodara #VMC,garbage,Subhanpura,Subhanpura,WhatsApp,Medium,Negative
Bohat garmi hai GMERS me aaj.,weather,Gotri,GMERS,Official App,Low,Neutral
Action required: Water pipeline leakage near Rajmahal Road. Very dangerous situation.,water,Nyay Mandir,Rajmahal Road,WhatsApp,High,Negative
Report: No water supply in Khanderao Market since morning. #Vadodara #VMC,water,Nyay Mandir,Khanderao Market,WhatsApp,High,Negative
Complaint: Illegal encroachment on footpath in Shreyas School. VMC please help.,other,Manjalpur,Shreyas School,Social Media,Medium,Negative
Report: Drinking water smells bad in Narhari Hospital. It's been a week.,water,Fatehgunj,Narhari Hospital,WhatsApp,Medium,Negative
Complaint: Ganda paani aa raha hai Samta me. #Vadodara #VMC,water,Subhanpura,Samta,Social Media,Medium,Negative
Urgent: ITI Gorwa is completely submerged. #Vadodara #VMC,flooding,Gorwa,ITI Gorwa,WhatsApp,High,Negative
"Report: Knee deep water in Susen Tarsali Ring Road, please help. Very dangerous situation.",flooding,Makarpura,Susen Tarsali Ring Road,Social Media,High,Negative
Yellow water coming from tap in Samta. Authorities please take note.,water,Subhanpura,Samta,WhatsApp,Medium,Negative
Help needed: Voltage fluctuation damaged appliances in Saffron Tower.,electricity,Fatehgunj,Saffron Tower,WhatsApp,Medium,Negative
Help needed: Yellow water coming from tap in Samta. Calling municipal corporation.,water,Subhanpura,Samta,Social Media,Medium,Negative
Complaint: Accident ho gaya hai Gotri me. It is very annoying.,accident,Gotri,Gotri,Social Media,High,Negative
Street lights not working in Jubilee Baug. It's been a week.,electricity,Raopura,Jubilee Baug,Social Media,Medium,Negative
Urgent: Water pipeline leakage near Parshuram Bhattha. Very dangerous situation.,water,Sayajigunj,Parshuram Bhattha,Social Media,High,Negative
Alert: Water is not draining in Fatehgunj. Authorities please take note.,flooding,Fatehgunj,Fatehgunj,Social Media,High,Negative
Urgent: Pedestrian hit by a speeding car in Gorwa. It's been a week.,accident,Gorwa,Gorwa,Social Media,High,Negative
Please check: Heavy rain caused flooding near Parivar Char Rasta. #Vadodara #VMC,flooding,Waghodia Road,Parivar Char Rasta,WhatsApp,High,Negative
Low pressure water in Sursagar Lake.,water,Nyay Mandir,Sursagar Lake,Official App,Medium,Negative
Water logging issue at Sayajipura. It is very annoying.,flooding,Ajwa Road,Sayajipura,WhatsApp,High,Negative
Alert: Vishwamitri river water entering Manjalpur low lying areas. It is very annoying.,flooding,Manjalpur,Manjalpur,WhatsApp,High,Negative
Garbage not collected in Sardar Estate for 3 days.,garbage,Ajwa Road,Sardar Estate,Official App,Medium,Negative
Action required: Electric pole looking dangerous in Vasna Road. VMC please help.,electricity,Vasna Road,Vasna Road,Social Media,High,Negative
Urgent: Huge traffic jam at Cow Circle.,traffic,Akota,Cow Circle,WhatsApp,High,Negative
Alert: Blinkering street lights at Alkapuri Club crossroad. Very dangerous situation.,electricity,Alkapuri,Alkapuri Club,Social Media,High,Negative
Urgent: Heavy traffic congestion in Gorwa during peak hours. Calling municipal corporation.,traffic,Gorwa,Gorwa,Social Media,High,Negative
Action required: Drainage overflow causing water to unexpected levels in Makarpura. #Vadodara #VMC,flooding,Makarpura,Makarpura,Social Media,High,Negative
Complaint: Blinkering street lights at Sursagar Lake crossroad. Please resolve asap.,electricity,Nyay Mandir,Sursagar Lake,Social Media,Medium,Negative
Urgent: Bus hit a divider in Saffron Tower. It is very annoying.,accident,Fatehgunj,Saffron Tower,Social Media,High,Negative
Accident prone zone near Motnath Mahadev school needs speed breaker. Very dangerous situation.,accident,Harni,Motnath Mahadev,Social Media,High,Negative
Unknown person loitering suspiciously in Gotri.,other,Gotri,Gotri,Official App,Low,Negative
Action required: Accident prone zone near Parshuram Bhattha school needs speed breaker. Calling municipal corporation.,accident,Sayajigunj,Parshuram Bhattha,WhatsApp,High,Negative
Urgent: Loudspeaker noise disturbing residents in Harni Warasia Ring Road.,other,Harni,Harni Warasia Ring Road,WhatsApp,Low,Negative
Complaint: Pedestrian hit by a speeding car in Susen Circle. It's been a week.,accident,Tarsali,Susen Circle,Social Media,High,Negative
Complaint: Cleaning not done in Harinagar society. Calling municipal corporation.,garbage,Gotri,Harinagar,WhatsApp,Medium,Negative
Please check: Drainage overflow causing water to unexpected levels in Dairy Den Circle. Calling municipal corporation.,flooding,Sayajigunj,Dairy Den Circle,WhatsApp,High,Negative
Report: Bahut traffic hai Manjalpur Naka par. Very dangerous situation.,traffic,Manjalpur,Manjalpur Naka,Social Media,High,Negative
Complaint: Too many stray dogs in Sursagar Lake attacking people. Very dangerous situation.,other,Nyay Mandir,Sursagar Lake,WhatsApp,High,Negative
"Action required: Andhera hai Nandesari GIDC me, lights fix karo. Very dangerous situation.",electricity,Nandesari,Nandesari GIDC,WhatsApp,High,Negative
Ganda paani aa raha hai Mandvi Gate me.,water,Mandvi,Mandvi Gate,Official App,Medium,Negative
Urgent: Unseasonal rain in Kala Ghoda Circle.,weather,Kala Ghoda,Kala Ghoda Circle,Social Media,Low,Neutral
Report: Tree fallen on road in Narhari Hospital. Very dangerous situation.,other,Fatehgunj,Narhari Hospital,Social Media,High,Negative
Frequent power cuts in Alkapuri Club since yesterday.,electricity,Alkapuri,Alkapuri Club,News Headline,Medium,Negative
Help needed: Too many stray dogs in Sursagar Lake attacking people.,other,Nyay Mandir,Sursagar Lake,Social Media,Medium,Negative
Action required: Tree fallen on road in D-Mart Waghodia. It is very annoying.,other,Waghodia Road,D-Mart Waghodia,Social Media,Medium,Negative
Urgent: Bus hit a divider in Susen Circle. Calling municipal corporation.,accident,Tarsali,Susen Circle,WhatsApp,High,Negative
"Urgent: Car collision at Bright School, ambulance needed. It's been a week.",accident,Karelibaug,Bright School,WhatsApp,High,Negative
Alert: Pile of trash blocking the footpath in Sayajigunj. #Vadodara #VMC,garbage,Sayajigunj,Sayajigunj,Social Media,Medium,Negative
Help needed: Bohat garmi hai Harni me aaj. It's been a week.,weather,Harni,Harni,Social Media,Low,Neutral
Heavy rain caused flooding near Sursagar Lake. Very dangerous situation.,flooding,Nyay Mandir,Sursagar Lake,Social Media,High,Negative
Report: Blinkering street lights at Alkapuri Club crossroad. Calling municipal corporation.,electricity,Alkapuri,Alkapuri Club,WhatsApp,Medium,Negative
Action required: Need a traffic policeman at Subhanpura Wadi junction. It's been a week.,traffic,Subhanpura,Subhanpura Wadi,Social Media,Medium,Negative
Help needed: Electric pole looking dangerous in Parivar Char Rasta.,electricity,Waghodia Road,Parivar Char Rasta,Social Media,High,Negative
Complaint: Blinkering street lights at Novino Battery crossroad. It's been a week.,electricity,Makarpura,Novino Battery,WhatsApp,Medium,Negative
Urgent: Cars parked illegally on Iskcon Temple road causing jam.,traffic,Gotri,Iskcon Temple,Social Media,High,Negative
Complaint: Strong winds blowing in Manjalpur.,weather,Manjalpur,Manjalpur,WhatsApp,Low,Neutral
Urgent: Accident prone zone near Harni Warasia Ring Road school needs speed breaker. Please resolve asap.,accident,Harni,Harni Warasia Ring Road,Social Media,High,Negative
Action required: Illegal encroachment on footpath in Tarsali Bypass. Please resolve asap.,other,Tarsali,Tarsali Bypass,WhatsApp,Medium,Negative
Water logging issue at RC Dutt Road.,flooding,Alkapuri,RC Dutt Road,News Headline,High,Negative
Alert: Strong winds blowing in Shreyas School. Authorities please take note.,weather,Manjalpur,Shreyas School,Social Media,Medium,Negative
Alert: Ajwa Chokdi is completely dark at night. Calling municipal corporation.,electricity,Ajwa Road,Ajwa Chokdi,Social Media,High,Negative
Alert: Sweepers not coming to Air Force Station regularly. VMC please help.,garbage,Makarpura,Air Force Station,Social Media,Low,Negative
Urgent: Vishwamitri river water entering Khanderao Market low lying areas. VMC please help.,flooding,Nyay Mandir,Khanderao Market,Social Media,High,Negative
Alert: Drinking water smells bad in Iskcon Temple. Very dangerous situation.,water,Gotri,Iskcon Temple,WhatsApp,High,Negative
Electric pole looking dangerous in Gorwa BIDC.,electricity,Gorwa,Gorwa BIDC,Official App,High,Negative
Urgent: Garbage not collected in Dandia Bazar for 3 days. Authorities please take note.,garbage,Raopura,Dandia Bazar,Social Media,High,Negative
Complaint: Yellow water coming from tap in GMERS.,water,Gotri,GMERS,Social Media,Medium,Negative
Sweepers not coming to ITI Gorwa regularly.,garbage,Gorwa,ITI Gorwa,News Headline,Low,Negative
Alert: Low pressure water in Raopura. Authorities please take note.,water,Raopura,Raopura,Social Media,Medium,Negative
Street lights not working in Mandvi Gate.,electricity,Mandvi,Mandvi Gate,Official App,Medium,Negative
Complaint: No electricity in Susen Circle for 4 hours. Calling municipal corporation.,electricity,Tarsali,Susen Circle,WhatsApp,Medium,Negative
Action required: Bohat garmi hai Tarsali Bypass me aaj. Calling municipal corporation.,weather,Tarsali,Tarsali Bypass,Social Media,Low,Neutral
Alert: Water logging issue at Waghodia Road. It is very annoying.,flooding,Waghodia Road,Waghodia Road,WhatsApp,High,Negative
Water logging issue at Susen Tarsali Ring Road.,flooding,Makarpura,Susen Tarsali Ring Road,Official App,High,Negative
Vishwamitri river water entering Raopura low lying areas.,flooding,Raopura,Raopura,Official App,High,Negative
Need a traffic policeman at Novino Battery junction. It is very annoying.,traffic,Makarpura,Novino Battery,Social Media,Medium,Negative
Garden maintenance needed in Kala Ghoda Circle.,other,Kala Ghoda,Kala Ghoda Circle,Official App,Low,Negative
Frequent power cuts in Akota Stadium since yesterday.,electricity,Akota,Akota Stadium,Official App,Medium,Negative
Pedestrian hit by a speeding car in Makarpura GIDC.,accident,Makarpura,Makarpura GIDC,Official App,High,Negative
Report: Water is not draining in Nandesari GIDC. It is very annoying.,flooding,Nandesari,Nandesari GIDC,WhatsApp,High,Negative
Alert: Pile of trash blocking the footpath in Waghodia Road. Calling municipal corporation.,garbage,Waghodia Road,Waghodia Road,Social Media,Medium,Negative
Complaint: Thunderstorm expected in Sayajipura.,weather,Ajwa Road,Sayajipura,Social Media,Low,Neutral
Water is not draining in Vasna Bhayli Road.,flooding,Vasna Road,Vasna Bhayli Road,News Headline,High,Negative
Action required: Blinkering street lights at Sursagar Lake crossroad. Please resolve asap.,electricity,Nyay Mandir,Sursagar Lake,Social Media,Medium,Negative
Unseasonal rain in Gorwa.,weather,Gorwa,Gorwa,Official App,Low,Neutral
Report: Huge traffic jam at Nyay Mandir.,traffic,Nyay Mandir,Nyay Mandir,Social Media,Medium,Negative
Help needed: Vishwamitri river water entering Kala Ghoda Circle low lying areas. It is very annoying.,flooding,Kala Ghoda,Kala Ghoda Circle,WhatsApp,High,Negative
Alert: Voltage fluctuation damaged appliances in Fatehgunj. #Vadodara #VMC,electricity,Fatehgunj,Fatehgunj,WhatsApp,Medium,Negative
Sweepers not coming to High Tension Road regularly.,garbage,Subhanpura,High Tension Road,News Headline,Low,Negative
Please check: Heavy rain predicted for Khanderao Market this evening.,weather,Nyay Mandir,Khanderao Market,Social Media,Low,Neutral
Please check: No water supply in High Tension Road since morning.,water,Subhanpura,High Tension Road,WhatsApp,High,Negative
Vishwamitri river water entering Subhanpura Wadi low lying areas.,flooding,Subhanpura,Subhanpura Wadi,News Headline,High,Negative
Please check: Low pressure water in Tarsali Bypass. It's been a week.,water,Tarsali,Tarsali Bypass,Social Media,Medium,Negative
Unseasonal rain in Nandesari.,weather,Nandesari,Nandesari,Official App,Low,Neutral
Dead animal near Abhilasha Char Rasta needs removal.,garbage,Sama,Abhilasha Char Rasta,Official App,High,Negative
Blinkering street lights at Makarpura GIDC crossroad.,electricity,Makarpura,Makarpura GIDC,Official App,Medium,Negative
"Andhera hai Subhanpura Wadi me, lights fix karo. It's been a week.",electricity,Subhanpura,Subhanpura Wadi,WhatsApp,Medium,Negative
Drinking water smells bad in Concorde Building. Please resolve asap.,water,Alkapuri,Concorde Building,Social Media,Medium,Negative
Thunderstorm expected in Madhuban Circle.,weather,Gorwa,Madhuban Circle,Official App,Low,Neutral
Ganda paani aa raha hai Madhuban Circle me. Calling municipal corporation.,water,Gorwa,Madhuban Circle,Social Media,Medium,Negative
"Help needed: Heatwave alert for Kala Ghoda Circle, stay indoors. Authorities please take note.",weather,Kala Ghoda,Kala Ghoda Circle,Social Media,Medium,Negative
Help needed: Bus hit a divider in Alkapuri Club. It is very annoying.,accident,Alkapuri,Alkapuri Club,WhatsApp,High,Negative
Help needed: Voltage fluctuation damaged appliances in Bright School Vasna. Calling municipal corporation.,electricity,Vasna Road,Bright School Vasna,WhatsApp,Medium,Negative
Urgent: Water logging issue at High Tension Road. It's been a week.,flooding,Subhanpura,High Tension Road,Social Media,High,Negative
Water is not draining in Champaner Gate.,flooding,Mandvi,Champaner Gate,Official App,High,Negative
Help needed: Illegal encroachment on footpath in Lehripura Gate. #Vadodara #VMC,other,Mandvi,Lehripura Gate,Social Media,Medium,Negative
Alert: Garbage not collected in Motnath Mahadev for 3 days. It is very annoying.,garbage,Harni,Motnath Mahadev,WhatsApp,Medium,Negative
Unseasonal rain in Subhanpura Wadi.,weather,Subhanpura,Subhanpura Wadi,News Headline,Low,Neutral
Huge traffic jam at Sama Pond.,traffic,Sama,Sama Pond,Official App,Medium,Negative
Complaint: Drainage overflow causing water to unexpected levels in Chemical Zone.,flooding,Nandesari,Chemical Zone,Social Media,High,Negative
Unseasonal rain in Rajmahal Road.,weather,Nyay Mandir,Rajmahal Road,Official App,Low,Neutral
Wrong side driving is rampant in Air Force Station. VMC please help.,traffic,Makarpura,Air Force Station,Social Media,Medium,Negative
Complaint: Pile of trash blocking the footpath in ONGC Main Gate. Calling municipal corporation.,garbage,Tarsali,ONGC Main Gate,Social Media,Medium,Negative
"Heatwave alert for Sardar Estate, stay indoors. Very dangerous situation.",weather,Ajwa Road,Sardar Estate,WhatsApp,High,Negative
Complaint: Water pipeline leakage near Sama Pond. VMC please help.,water,Sama,Sama Pond,WhatsApp,Medium,Negative
Traffic signal not working at Harni Warasia Ring Road crossroads. #Vadodara #VMC,traffic,Harni,Harni Warasia Ring Road,WhatsApp,Medium,Negative
Urgent: Voltage fluctuation damaged appliances in Parshuram Bhattha. VMC please help.,electricity,Sayajigunj,Parshuram Bhattha,Social Media,High,Negative
Please check: Cars parked illegally on MS University Hostel road causing jam. VMC please help.,traffic,Fatehgunj,MS University Hostel,WhatsApp,Medium,Negative
Complaint: Illegal encroachment on footpath in Susen Circle. Authorities please take note.,other,Tarsali,Susen Circle,WhatsApp,Medium,Negative
"Alert: Heatwave alert for Parivar Char Rasta, stay indoors. Authorities please take note.",weather,Waghodia Road,Parivar Char Rasta,WhatsApp,Medium,Negative
Urgent: Makarpura is completely submerged. Please resolve asap.,flooding,Makarpura,Makarpura,Social Media,High,Negative
Help needed: Kachra pada hai Chemical Zone road pe. Calling municipal corporation.,garbage,Nandesari,Chemical Zone,WhatsApp,Medium,Negative
Report: Contaminated water supply in Eva Mall. Very dangerous situation.,water,Manjalpur,Eva Mall,Social Media,High,Negative
Garbage not collected in ITI Gorwa for 3 days.,garbage,Gorwa,ITI Gorwa,News Headline,Medium,Negative
Action required: Bohat garmi hai Railway Station me aaj. It's been a week.,weather,Sayajigunj,Railway Station,Social Media,Low,Neutral
Please check: Sama Pond is completely dark at night.,electricity,Sama,Sama Pond,Social Media,High,Negative
Alert: Heavy rain predicted for Shreyas School this evening. Please resolve asap.,weather,Manjalpur,Shreyas School,WhatsApp,Medium,Negative
Help needed: Drainage overflow causing water to unexpected levels in Mandvi Gate. It's been a week.,flooding,Mandvi,Mandvi Gate,WhatsApp,High,Negative
Heavy rain caused flooding near Cow Circle.,flooding,Akota,Cow Circle,News Headline,High,Negative
Water pipeline leakage near Gorwa.,water,Gorwa,Gorwa,Official App,Medium,Negative
Help needed: Kachra pada hai Tarsali Bypass road pe. #Vadodara #VMC,garbage,Tarsali,Tarsali Bypass,WhatsApp,Medium,Negative
Drinking water smells bad in Karelibaug.,water,Karelibaug,Karelibaug,News Headline,Medium,Negative
Unseasonal rain in Windsor Plaza.,weather,Alkapuri,Windsor Plaza,Official App,Low,Neutral
Foul smell coming from garbage dump in ONGC Main Gate.,garbage,Tarsali,ONGC Main Gate,Official App,Medium,Negative
Huge traffic jam at Vasna Road.,traffic,Vasna Road,Vasna Road,Official App,Medium,Negative
Help needed: Voltage fluctuation damaged appliances in Abhilasha Char Rasta. Very dangerous situation.,electricity,Sama,Abhilasha Char Rasta,Social Media,High,Negative
Complaint: Thunderstorm expected in Eva Mall. Very dangerous situation.,weather,Manjalpur,Eva Mall,Social Media,Low,Neutral
Alert: Pile of trash blocking the footpath in Raopura. Authorities please take note.,garbage,Raopura,Raopura,Social Media,Medium,Negative
Bahut traffic hai Mandvi Gate par.,traffic,Mandvi,Mandvi Gate,Official App,Medium,Negative
Please check: Thunderstorm expected in Sama Savli Road. It's been a week.,weather,Sama,Sama Savli Road,Social Media,Low,Neutral
Bike slipped due to oil spill near Mandvi.,accident,Mandvi,Mandvi,Official App,High,Negative
Report: Contaminated water supply in Khanderao Market. Calling municipal corporation.,water,Nyay Mandir,Khanderao Market,Social Media,High,Negative
Complaint: Accident ho gaya hai Sursagar Lake me. Authorities please take note.,accident,Nyay Mandir,Sursagar Lake,Social Media,High,Negative
Action required: Low pressure water in Kadak Bazar. Please resolve asap.,water,Sayajigunj,Kadak Bazar,Social Media,Medium,Negative
Unknown person loitering suspiciously in Vasna Road. VMC please help.,other,Vasna Road,Vasna Road,Social Media,Low,Negative
Heavy rain caused flooding near Makarpura.,flooding,Makarpura,Makarpura,News Headline,High,Negative
Action required: Stray cattle blocking traffic at Samta.,other,Subhanpura,Samta,WhatsApp,Medium,Negative
Bike slipped due to oil spill near ITI Gorwa.,accident,Gorwa,ITI Gorwa,News Headline,High,Negative
Strong winds blowing in Motnath Mahadev.,weather,Harni,Motnath Mahadev,Official App,Low,Neutral
Accident prone zone near Motnath Mahadev school needs speed breaker.,accident,Harni,Motnath Mahadev,News Headline,High,Negative
Alert: Cows sitting in the middle of Madhuban Circle road. Calling municipal corporation.,other,Gorwa,Madhuban Circle,WhatsApp,Medium,Negative
Pile of trash blocking the footpath in Shreyas School. It is very annoying.,garbage,Manjalpur,Shreyas School,WhatsApp,Medium,Negative
Please check: High Tension Road is completely dark at night. Please resolve asap.,electricity,Subhanpura,High Tension Road,Social Media,High,Negative
Action required: Bohat garmi hai Tarsali me aaj. #Vadodara #VMC,weather,Tarsali,Tarsali,Social Media,Low,Neutral
Alert: Bike slipped due to oil spill near Makarpura GIDC. It's been a week.,accident,Makarpura,Makarpura GIDC,Social Media,High,Negative
Yellow water coming from tap in Novino Battery.,water,Makarpura,Novino Battery,News Headline,Medium,Negative
Drinking water smells bad in MS University Hostel.,water,Fatehgunj,MS University Hostel,Official App,Medium,Negative
Action required: Stray cattle blocking traffic at High Tension Road.,other,Subhanpura,High Tension Road,WhatsApp,Medium,Negative
"Report: Knee deep water in Fatehgunj, please help. Authorities please take note.",flooding,Fatehgunj,Fatehgunj,Social Media,High,Negative
Pedestrian hit by a speeding car in Harni. VMC please help.,accident,Harni,Harni,WhatsApp,High,Negative
Complaint: Dustbins are overflowing at Sama Savli Road. VMC please help.,garbage,Sama,Sama Savli Road,Social Media,High,Negative
Urgent: Frequent power cuts in Sama Pond since yesterday. Very dangerous situation.,electricity,Sama,Sama Pond,WhatsApp,High,Negative
