text,category,location,source,urgency,sentiment
Urgent: Air quality is very bad in Gotri. #Vadodara #VMC,Pollution,Gotri,Social Media,High,Negative
"Help needed: Andhera hai Fatehgunj me, lights fix karo. Please resolve asap.",Street Lights,Fatehgunj,Social Media,Medium,Negative
Urgent: Suffocating smell near Fatehgunj GIDC. VMC please help.,Pollution,Fatehgunj,Social Media,High,Negative
Vishwamitri river water entering Manjalpur low lying areas.,Waterlogging,Manjalpur,Official App,High,Negative
Drainage overflow causing water to unexpected levels in Gorwa.,Waterlogging,Gorwa,Official App,High,Negative
Dustbins are overflowing at Raopura.,Sanitation,Raopura,News Headline,Medium,Negative
 foul smell coming from garbage dump in Raopura.,Sanitation,Raopura,Official App,Medium,Negative
Alert: Drainage overflow causing water to unexpected levels in Manjalpur. VMC please help.,Waterlogging,Manjalpur,Social Media,High,Negative
Street lights not working in Alkapuri. VMC please help.,Street Lights,Alkapuri,WhatsApp,Medium,Negative
Too many stray dogs in Alkapuri attacking people.,Stray Animals,Alkapuri,News Headline,Medium,Negative
Alert: Stray animal menace in Kala Ghoda.,Stray Animals,Kala Ghoda,Social Media,Medium,Negative
Please check: Very unhygienic conditions in Subhanpura vegetable market. Calling municipal corporation.,Sanitation,Subhanpura,Social Media,Medium,Negative
Stray animal menace in Gotri.,Stray Animals,Gotri,News Headline,Medium,Negative
Contaminated water supply in Nandesari.,Water Supply,Nandesari,Official App,High,Negative
Drainage overflow causing water to unexpected levels in Gotri. Authorities please take note.,Waterlogging,Gotri,Social Media,High,Negative
Street lights not working in Subhanpura.,Street Lights,Subhanpura,Official App,Medium,Negative
No water supply in Karelibaug since morning.,Water Supply,Karelibaug,Official App,High,Negative
Road surface is damaged at Nandesari.,Roads,Nandesari,Official App,Medium,Negative
Urgent: Very unhygienic conditions in Ajwa Road vegetable market. Please resolve asap.,Sanitation,Ajwa Road,Social Media,High,Negative
Action required: Bad road condition near Sayajigunj school. It's been a week.,Roads,Sayajigunj,Social Media,Medium,Negative
"Andhera hai Makarpura me, lights fix karo.",Street Lights,Makarpura,Official App,Medium,Negative
Drainage overflow causing water to unexpected levels in Vasna Road.,Waterlogging,Vasna Road,Official App,High,Negative
Report: Heavy rain caused flooding near Manjalpur. It is very annoying.,Waterlogging,Manjalpur,Social Media,High,Negative
Help needed: Cleaning not done in Waghodia Road society. VMC please help.,Sanitation,Waghodia Road,Social Media,Medium,Negative
Help needed: Bad road condition near Raopura school. Calling municipal corporation.,Roads,Raopura,WhatsApp,Medium,Negative
Low pressure water in Karelibaug.,Water Supply,Karelibaug,News Headline,High,Negative
Please check: Blinkering street lights at Makarpura crossroad. It is very annoying.,Street Lights,Makarpura,Social Media,Medium,Negative
Complaint: Unfinished road work in Harni causing dust. It is very annoying.,Roads,Harni,Social Media,Medium,Negative
Suffocating smell near Mandvi GIDC.,Pollution,Mandvi,News Headline,High,Negative
Urgent: Very unhygienic conditions in Nandesari vegetable market. Authorities please take note.,Sanitation,Nandesari,Social Media,High,Negative
Alert: Barish ka paani Alkapuri me bhar gaya hai. Please resolve asap.,Waterlogging,Alkapuri,Social Media,High,Negative
Help needed: Stray cattle blocking traffic at Manjalpur.,Stray Animals,Manjalpur,Social Media,Medium,Negative
Huge potholes in Fatehgunj main road.,Roads,Fatehgunj,Official App,Medium,Negative
"Knee deep water in Raopura, please help.",Waterlogging,Raopura,Official App,High,Negative
Road surface is damaged at Nandesari.,Roads,Nandesari,News Headline,Medium,Negative
Help needed: Cows sitting in the middle of Mandvi road. Please resolve asap.,Stray Animals,Mandvi,Social Media,Medium,Negative
Suffocating smell near Waghodia Road GIDC.,Pollution,Waghodia Road,Official App,High,Negative
Please check: Bad road condition near Gotri school. Please resolve asap.,Roads,Gotri,WhatsApp,Medium,Negative
"Please check: Knee deep water in Tarsali, please help. VMC please help.",Waterlogging,Tarsali,WhatsApp,High,Negative
Stray cattle blocking traffic at Tarsali.,Stray Animals,Tarsali,Official App,Medium,Negative
"Action required: Alkapuri road is full of potholes, very dangerous for bikers.",Roads,Alkapuri,Social Media,Medium,Negative
Report: Garbage not collected in Tarsali for 3 days.,Sanitation,Tarsali,WhatsApp,Medium,Negative
Urgent: Vasna Road is completely dark at night. VMC please help.,Street Lights,Vasna Road,WhatsApp,High,Negative
Air quality is very bad in Raopura. Please resolve asap.,Pollution,Raopura,Social Media,High,Negative
Complaint: No water supply in Subhanpura since morning. #Vadodara #VMC,Water Supply,Subhanpura,Social Media,High,Negative
Cows sitting in the middle of Sayajigunj road.,Stray Animals,Sayajigunj,Official App,Medium,Negative
Cleaning not done in Gotri society.,Sanitation,Gotri,Official App,Medium,Negative
Action required: Road surface is damaged at Subhanpura. #Vadodara #VMC,Roads,Subhanpura,Social Media,Medium,Negative
Action required: Gadde hi gadde hai Vasna Road ke road par. Calling municipal corporation.,Roads,Vasna Road,WhatsApp,Medium,Negative
Complaint: Sama me bahut chemical ki badboo aa rahi hai. Please resolve asap.,Pollution,Sama,WhatsApp,High,Negative
Please check: Dustbins are overflowing at Kala Ghoda. #Vadodara #VMC,Sanitation,Kala Ghoda,WhatsApp,Medium,Negative
Urgent: Too many stray dogs in Manjalpur attacking people. Calling municipal corporation.,Stray Animals,Manjalpur,Social Media,High,Negative
Help needed: Stray animal menace in Nyay Mandir. Calling municipal corporation.,Stray Animals,Nyay Mandir,WhatsApp,Medium,Negative
"Knee deep water in Akota, please help. It is very annoying.",Waterlogging,Akota,Social Media,High,Negative
Action required: Cleaning not done in Makarpura society.,Sanitation,Makarpura,Social Media,Medium,Negative
Help needed: Blinkering street lights at Fatehgunj crossroad. #Vadodara #VMC,Street Lights,Fatehgunj,WhatsApp,Medium,Negative
Please check: Terrible chemical smell in Mandvi at night. It is very annoying.,Pollution,Mandvi,Social Media,High,Negative
Barish ka paani Manjalpur me bhar gaya hai.,Waterlogging,Manjalpur,News Headline,High,Negative
"Please check: Andhera hai Waghodia Road me, lights fix karo.",Street Lights,Waghodia Road,Social Media,Medium,Negative
Urgent: Road surface is damaged at Raopura. It's been a week.,Roads,Raopura,Social Media,High,Negative
Alert: Street lights not working in Alkapuri. Authorities please take note.,Street Lights,Alkapuri,Social Media,Medium,Negative
Complaint: Garbage not collected in Sama for 3 days. Very dangerous situation.,Sanitation,Sama,Social Media,Medium,Negative
Contaminated water supply in Akota. Authorities please take note.,Water Supply,Akota,WhatsApp,High,Negative
Barish ka paani Raopura me bhar gaya hai.,Waterlogging,Raopura,News Headline,High,Negative
Please check: Stray animal menace in Alkapuri. VMC please help.,Stray Animals,Alkapuri,WhatsApp,Medium,Negative
Help needed: Air quality is very bad in Sayajigunj. Very dangerous situation.,Pollution,Sayajigunj,WhatsApp,High,Negative
Dust pollution is unbearable in Harni.,Pollution,Harni,Official App,High,Negative
Terrible chemical smell in Makarpura at night.,Pollution,Makarpura,Official App,High,Negative
Alert: Air quality is very bad in Fatehgunj. Very dangerous situation.,Pollution,Fatehgunj,Social Media,High,Negative
Urgent: Blinkering street lights at Kala Ghoda crossroad. Calling municipal corporation.,Street Lights,Kala Ghoda,Social Media,High,Negative
Report: Yellow water coming from tap in Sama.,Water Supply,Sama,WhatsApp,High,Negative
"Action required: Knee deep water in Nandesari, please help. It's been a week.",Waterlogging,Nandesari,Social Media,High,Negative
Alert: Cleaning not done in Kala Ghoda society. Please resolve asap.,Sanitation,Kala Ghoda,Social Media,Medium,Negative
Makarpura me bahut chemical ki badboo aa rahi hai.,Pollution,Makarpura,News Headline,High,Negative
Help needed: Dead animal near Ajwa Road needs removal. #Vadodara #VMC,Sanitation,Ajwa Road,Social Media,Medium,Negative
Blinkering street lights at Ajwa Road crossroad.,Street Lights,Ajwa Road,Official App,Medium,Negative
Resurfacing needed for Nandesari street.,Roads,Nandesari,Official App,Medium,Negative
Report: Vishwamitri river water entering Makarpura low lying areas.,Waterlogging,Makarpura,Social Media,High,Negative
Urgent: Stray cattle blocking traffic at Gotri. Calling municipal corporation.,Stray Animals,Gotri,Social Media,High,Negative
Action required: Karelibaug is completely submerged. Very dangerous situation.,Waterlogging,Karelibaug,Social Media,High,Negative
Urgent: Blinkering street lights at Makarpura crossroad. Very dangerous situation.,Street Lights,Makarpura,WhatsApp,High,Negative
Road surface is damaged at Nandesari.,Roads,Nandesari,Official App,Medium,Negative
Please check: Vishwamitri river water entering Makarpura low lying areas. Very dangerous situation.,Waterlogging,Makarpura,Social Media,High,Negative
Too many stray dogs in Harni attacking people.,Stray Animals,Harni,Official App,Medium,Negative
Heavy rain caused flooding near Sama.,Waterlogging,Sama,Official App,High,Negative
Report: Air quality is very bad in Sama. Authorities please take note.,Pollution,Sama,Social Media,High,Negative
Complaint: Water logging issue at Manjalpur circle. Very dangerous situation.,Waterlogging,Manjalpur,Social Media,High,Negative
Urgent: Heavy rain caused flooding near Fatehgunj. Calling municipal corporation.,Waterlogging,Fatehgunj,Social Media,High,Negative
Please check: Very unhygienic conditions in Akota vegetable market. Please resolve asap.,Sanitation,Akota,WhatsApp,Medium,Negative
Please check: Cows sitting in the middle of Waghodia Road road. Authorities please take note.,Stray Animals,Waghodia Road,WhatsApp,Medium,Negative
Report: Cows sitting in the middle of Kala Ghoda road. VMC please help.,Stray Animals,Kala Ghoda,Social Media,Medium,Negative
Complaint: Ganda paani aa raha hai Fatehgunj me. Authorities please take note.,Water Supply,Fatehgunj,Social Media,High,Negative
Stray animal menace in Mandvi.,Stray Animals,Mandvi,News Headline,Medium,Negative
Gotri is completely dark at night.,Street Lights,Gotri,Official App,Medium,Negative
Urgent: Stray cattle blocking traffic at Makarpura. #Vadodara #VMC,Stray Animals,Makarpura,WhatsApp,High,Negative
Report: Yellow water coming from tap in Sama. #Vadodara #VMC,Water Supply,Sama,Social Media,High,Negative
Kachra pada hai Waghodia Road main road pe.,Sanitation,Waghodia Road,Official App,Medium,Negative
Low pressure water in Harni.,Water Supply,Harni,Official App,High,Negative
Report: Harni is completely dark at night. It is very annoying.,Street Lights,Harni,Social Media,Medium,Negative
"Vasna Road road is full of potholes, very dangerous for bikers.",Roads,Vasna Road,Official App,Medium,Negative
Please check: Drainage overflow causing water to unexpected levels in Sama. VMC please help.,Waterlogging,Sama,WhatsApp,High,Negative
Please check: Heavy rain caused flooding near Waghodia Road.,Waterlogging,Waghodia Road,Social Media,High,Negative
Alert: Tarsali is completely dark at night. #Vadodara #VMC,Street Lights,Tarsali,WhatsApp,Medium,Negative
Please check: Dustbins are overflowing at Waghodia Road. Authorities please take note.,Sanitation,Waghodia Road,WhatsApp,Medium,Negative
Unfinished road work in Fatehgunj causing dust. #Vadodara #VMC,Roads,Fatehgunj,WhatsApp,Medium,Negative
Unfinished road work in Nandesari causing dust.,Roads,Nandesari,News Headline,Medium,Negative
Dustbins are overflowing at Gorwa.,Sanitation,Gorwa,News Headline,Medium,Negative
Action required: Dustbins are overflowing at Ajwa Road. VMC please help.,Sanitation,Ajwa Road,Social Media,Medium,Negative
Blinkering street lights at Ajwa Road crossroad.,Street Lights,Ajwa Road,News Headline,Medium,Negative
Resurfacing needed for Gorwa street.,Roads,Gorwa,News Headline,Medium,Negative
Stray animal menace in Nandesari.,Stray Animals,Nandesari,Official App,Medium,Negative
Too many stray dogs in Karelibaug attacking people.,Stray Animals,Karelibaug,Official App,Medium,Negative
Please check: No water supply in Kala Ghoda since morning.,Water Supply,Kala Ghoda,WhatsApp,High,Negative
Action required: Dead animal near Raopura needs removal. #Vadodara #VMC,Sanitation,Raopura,Social Media,Medium,Negative
Please check: Yellow water coming from tap in Raopura. Very dangerous situation.,Water Supply,Raopura,Social Media,High,Negative
Alert: Eyes burning due to smoke in Mandvi. It is very annoying.,Pollution,Mandvi,WhatsApp,High,Negative
Urgent: No water supply in Nandesari since morning. It's been a week.,Water Supply,Nandesari,Social Media,High,Negative
Eyes burning due to smoke in Subhanpura.,Pollution,Subhanpura,Official App,High,Negative
Help needed: Dead animal near Sama needs removal. Calling municipal corporation.,Sanitation,Sama,WhatsApp,Medium,Negative
Very unhygienic conditions in Sama vegetable market.,Sanitation,Sama,News Headline,Medium,Negative
Report: Terrible chemical smell in Sayajigunj at night. It is very annoying.,Pollution,Sayajigunj,WhatsApp,High,Negative
Action required: Gadde hi gadde hai Subhanpura ke road par.,Roads,Subhanpura,WhatsApp,Medium,Negative
Urgent: Waterlogging near Nyay Mandir is causing huge traffic jams. #Vadodara #VMC,Waterlogging,Nyay Mandir,Social Media,High,Negative
Report: Street lights not working in Vasna Road. It is very annoying.,Street Lights,Vasna Road,Social Media,Medium,Negative
Air quality is very bad in Gotri.,Pollution,Gotri,Official App,High,Negative
Complaint: Stray cattle blocking traffic at Harni. VMC please help.,Stray Animals,Harni,WhatsApp,Medium,Negative
Complaint: Mandvi is completely dark at night. VMC please help.,Street Lights,Mandvi,Social Media,Medium,Negative
Tarsali is completely dark at night. VMC please help.,Street Lights,Tarsali,Social Media,Medium,Negative
Report: Air quality is very bad in Gorwa. Authorities please take note.,Pollution,Gorwa,WhatsApp,High,Negative
Help needed: Too many stray dogs in Mandvi attacking people. Authorities please take note.,Stray Animals,Mandvi,WhatsApp,Medium,Negative
Alert: Cows sitting in the middle of Harni road. It's been a week.,Stray Animals,Harni,WhatsApp,Medium,Negative
Report: Very unhygienic conditions in Akota vegetable market. Calling municipal corporation.,Sanitation,Akota,Social Media,Medium,Negative
 foul smell coming from garbage dump in Karelibaug.,Sanitation,Karelibaug,News Headline,Medium,Negative
Bad road condition near Harni school.,Roads,Harni,Official App,Medium,Negative
Alert: Very unhygienic conditions in Subhanpura vegetable market. Very dangerous situation.,Sanitation,Subhanpura,Social Media,Medium,Negative
Help needed: Too many stray dogs in Ajwa Road attacking people.,Stray Animals,Ajwa Road,Social Media,Medium,Negative
Help needed: Stray animal menace in Vasna Road. Very dangerous situation.,Stray Animals,Vasna Road,WhatsApp,Medium,Negative
Report: Stray animal menace in Mandvi. Very dangerous situation.,Stray Animals,Mandvi,WhatsApp,Medium,Negative
Action required: Dust pollution is unbearable in Sayajigunj. It is very annoying.,Pollution,Sayajigunj,Social Media,High,Negative
Urgent: Blinkering street lights at Kala Ghoda crossroad. Calling municipal corporation.,Street Lights,Kala Ghoda,WhatsApp,High,Negative
Please check: Tarsali is completely submerged. Authorities please take note.,Waterlogging,Tarsali,Social Media,High,Negative
Ajwa Road is completely dark at night.,Street Lights,Ajwa Road,Official App,Medium,Negative
Street lights not working in Ajwa Road.,Street Lights,Ajwa Road,Official App,Medium,Negative
Complaint: Contaminated water supply in Nandesari. Authorities please take note.,Water Supply,Nandesari,Social Media,High,Negative
Please check: Akota is completely dark at night. Very dangerous situation.,Street Lights,Akota,Social Media,Medium,Negative
Urgent: Ganda paani aa raha hai Vasna Road me. Very dangerous situation.,Water Supply,Vasna Road,Social Media,High,Negative
Complaint: Terrible chemical smell in Gotri at night. Please resolve asap.,Pollution,Gotri,Social Media,High,Negative
Very unhygienic conditions in Alkapuri vegetable market.,Sanitation,Alkapuri,Official App,Medium,Negative
Action required: Stray animal menace in Vasna Road.,Stray Animals,Vasna Road,Social Media,Medium,Negative
Contaminated water supply in Makarpura.,Water Supply,Makarpura,Official App,High,Negative
Alert: Dust pollution is unbearable in Harni. #Vadodara #VMC,Pollution,Harni,Social Media,High,Negative
Complaint: Raopura me bahut chemical ki badboo aa rahi hai. It is very annoying.,Pollution,Raopura,WhatsApp,High,Negative
No water supply in Tarsali since morning.,Water Supply,Tarsali,Official App,High,Negative
Street lights not working in Kala Ghoda. Calling municipal corporation.,Street Lights,Kala Ghoda,WhatsApp,Medium,Negative
Report: Too many stray dogs in Nandesari attacking people. Authorities please take note.,Stray Animals,Nandesari,Social Media,Medium,Negative
Water logging issue at Harni circle.,Waterlogging,Harni,Official App,High,Negative
Ganda paani aa raha hai Makarpura me.,Water Supply,Makarpura,Official App,High,Negative
Alert: Cows sitting in the middle of Karelibaug road.,Stray Animals,Karelibaug,Social Media,Medium,Negative
Complaint: Makarpura is completely submerged. Please resolve asap.,Waterlogging,Makarpura,Social Media,High,Negative
Too many stray dogs in Gorwa attacking people.,Stray Animals,Gorwa,Official App,Medium,Negative
Help needed: Factory releasing black smoke near Sama. VMC please help.,Pollution,Sama,WhatsApp,High,Negative
Report: Street lights not working in Raopura. Calling municipal corporation.,Street Lights,Raopura,Social Media,Medium,Negative
"Help needed: Andhera hai Sayajigunj me, lights fix karo. Authorities please take note.",Street Lights,Sayajigunj,Social Media,Medium,Negative
Complaint: Cows sitting in the middle of Gorwa road. VMC please help.,Stray Animals,Gorwa,Social Media,Medium,Negative
Low pressure water in Karelibaug.,Water Supply,Karelibaug,Official App,High,Negative
Stray animal menace in Manjalpur.,Stray Animals,Manjalpur,Official App,Medium,Negative
Please check: Too many stray dogs in Makarpura attacking people. #Vadodara #VMC,Stray Animals,Makarpura,WhatsApp,Medium,Negative
Kachra pada hai Gorwa main road pe. Authorities please take note.,Sanitation,Gorwa,WhatsApp,Medium,Negative
"Urgent: Andhera hai Nyay Mandir me, lights fix karo. Authorities please take note.",Street Lights,Nyay Mandir,WhatsApp,High,Negative
Too many stray dogs in Kala Ghoda attacking people.,Stray Animals,Kala Ghoda,WhatsApp,Medium,Negative
Urgent: Yellow water coming from tap in Nyay Mandir. It's been a week.,Water Supply,Nyay Mandir,Social Media,High,Negative
Terrible chemical smell in Harni at night.,Pollution,Harni,Official App,High,Negative
Urgent: Suffocating smell near Subhanpura GIDC. Authorities please take note.,Pollution,Subhanpura,Social Media,High,Negative
Waghodia Road is completely submerged.,Waterlogging,Waghodia Road,Official App,High,Negative
Urgent: Heavy rain caused flooding near Gorwa. It is very annoying.,Waterlogging,Gorwa,Social Media,High,Negative
Action required: Waterlogging near Akota is causing huge traffic jams. Very dangerous situation.,Waterlogging,Akota,WhatsApp,High,Negative
Urgent: Too many stray dogs in Ajwa Road attacking people. Please resolve asap.,Stray Animals,Ajwa Road,WhatsApp,High,Negative
Urgent: Factory releasing black smoke near Manjalpur.,Pollution,Manjalpur,Social Media,High,Negative
Help needed: Ganda paani aa raha hai Ajwa Road me. Calling municipal corporation.,Water Supply,Ajwa Road,Social Media,High,Negative
Report: Too many stray dogs in Gorwa attacking people. It's been a week.,Stray Animals,Gorwa,WhatsApp,Medium,Negative
Alert: Too many stray dogs in Akota attacking people. Please resolve asap.,Stray Animals,Akota,WhatsApp,Medium,Negative
Alert: Harni is completely dark at night. It is very annoying.,Street Lights,Harni,Social Media,Medium,Negative
Waterlogging near Mandvi is causing huge traffic jams.,Waterlogging,Mandvi,Official App,High,Negative
Report: Dustbins are overflowing at Raopura. It's been a week.,Sanitation,Raopura,Social Media,Medium,Negative
Action required:  foul smell coming from garbage dump in Vasna Road. VMC please help.,Sanitation,Vasna Road,WhatsApp,Medium,Negative
Report: Ajwa Road me bahut chemical ki badboo aa rahi hai. Please resolve asap.,Pollution,Ajwa Road,Social Media,High,Negative
Low pressure water in Alkapuri. VMC please help.,Water Supply,Alkapuri,Social Media,High,Negative
Action required: Raopura me bahut chemical ki badboo aa rahi hai. Calling municipal corporation.,Pollution,Raopura,WhatsApp,High,Negative
Urgent: Eyes burning due to smoke in Vasna Road. Please resolve asap.,Pollution,Vasna Road,Social Media,High,Negative
Terrible chemical smell in Mandvi at night.,Pollution,Mandvi,Official App,High,Negative
"Andhera hai Mandvi me, lights fix karo.",Street Lights,Mandvi,Official App,Medium,Negative
Please check: Terrible chemical smell in Raopura at night. #Vadodara #VMC,Pollution,Raopura,Social Media,High,Negative
Report: Yellow water coming from tap in Tarsali. It's been a week.,Water Supply,Tarsali,Social Media,High,Negative
Complaint: Stray animal menace in Harni. It is very annoying.,Stray Animals,Harni,Social Media,Medium,Negative
"Action required: Knee deep water in Nyay Mandir, please help. It's been a week.",Waterlogging,Nyay Mandir,Social Media,High,Negative
Please check: Stray cattle blocking traffic at Tarsali. Very dangerous situation.,Stray Animals,Tarsali,WhatsApp,Medium,Negative
Action required: Factory releasing black smoke near Karelibaug. It's been a week.,Pollution,Karelibaug,Social Media,High,Negative
Bad road condition near Nandesari school.,Roads,Nandesari,News Headline,Medium,Negative
Suffocating smell near Subhanpura GIDC.,Pollution,Subhanpura,News Headline,High,Negative
Low pressure water in Ajwa Road. #Vadodara #VMC,Water Supply,Ajwa Road,Social Media,High,Negative
Action required: Cleaning not done in Raopura society. Very dangerous situation.,Sanitation,Raopura,WhatsApp,Medium,Negative
Suffocating smell near Subhanpura GIDC.,Pollution,Subhanpura,Official App,High,Negative
Complaint: Contaminated water supply in Manjalpur. #Vadodara #VMC,Water Supply,Manjalpur,WhatsApp,High,Negative
Urgent: Road surface is damaged at Tarsali. It's been a week.,Roads,Tarsali,WhatsApp,High,Negative
Please check: Street lights not working in Tarsali. Very dangerous situation.,Street Lights,Tarsali,WhatsApp,Medium,Negative
Gadde hi gadde hai Waghodia Road ke road par.,Roads,Waghodia Road,Social Media,Medium,Negative
Complaint:  foul smell coming from garbage dump in Ajwa Road. Very dangerous situation.,Sanitation,Ajwa Road,Social Media,Medium,Negative
Action required: Dead animal near Akota needs removal. It's been a week.,Sanitation,Akota,Social Media,Medium,Negative
Help needed: Unfinished road work in Karelibaug causing dust. Authorities please take note.,Roads,Karelibaug,WhatsApp,Medium,Negative
Alert: Yellow water coming from tap in Nyay Mandir. Calling municipal corporation.,Water Supply,Nyay Mandir,Social Media,High,Negative
"Andhera hai Mandvi me, lights fix karo.",Street Lights,Mandvi,News Headline,Medium,Negative
No water supply in Harni since morning. Please resolve asap.,Water Supply,Harni,WhatsApp,High,Negative
Report: Factory releasing black smoke near Harni. VMC please help.,Pollution,Harni,Social Media,High,Negative
Resurfacing needed for Ajwa Road street.,Roads,Ajwa Road,Official App,Medium,Negative
Eyes burning due to smoke in Sayajigunj.,Pollution,Sayajigunj,News Headline,High,Negative
Low pressure water in Subhanpura.,Water Supply,Subhanpura,Official App,High,Negative
Urgent: Cleaning not done in Alkapuri society.,Sanitation,Alkapuri,WhatsApp,High,Negative
Blinkering street lights at Tarsali crossroad.,Street Lights,Tarsali,Official App,Medium,Negative
Action required: Air quality is very bad in Vasna Road. Authorities please take note.,Pollution,Vasna Road,Social Media,High,Negative
Urgent:  foul smell coming from garbage dump in Kala Ghoda. It's been a week.,Sanitation,Kala Ghoda,Social Media,High,Negative
Urgent: Stray animal menace in Akota. Calling municipal corporation.,Stray Animals,Akota,Social Media,High,Negative
Please check: Yellow water coming from tap in Vasna Road. #Vadodara #VMC,Water Supply,Vasna Road,WhatsApp,High,Negative
Urgent: Yellow water coming from tap in Gotri. Very dangerous situation.,Water Supply,Gotri,Social Media,High,Negative
Akota is completely dark at night.,Street Lights,Akota,Official App,Medium,Negative
Contaminated water supply in Makarpura.,Water Supply,Makarpura,Official App,High,Negative
Too many stray dogs in Kala Ghoda attacking people.,Stray Animals,Kala Ghoda,Official App,Medium,Negative
Please check: Contaminated water supply in Gorwa. Very dangerous situation.,Water Supply,Gorwa,WhatsApp,High,Negative
Please check: Gotri is completely dark at night. It is very annoying.,Street Lights,Gotri,Social Media,Medium,Negative
Dead animal near Tarsali needs removal.,Sanitation,Tarsali,Social Media,Medium,Negative
Urgent: Contaminated water supply in Mandvi. Very dangerous situation.,Water Supply,Mandvi,Social Media,High,Negative
Kachra pada hai Harni main road pe.,Sanitation,Harni,Official App,Medium,Negative
Resurfacing needed for Nyay Mandir street.,Roads,Nyay Mandir,Official App,Medium,Negative
Report: Kala Ghoda is completely submerged. #Vadodara #VMC,Waterlogging,Kala Ghoda,WhatsApp,High,Negative
Please check: Air quality is very bad in Manjalpur. It's been a week.,Pollution,Manjalpur,WhatsApp,High,Negative
Help needed: Low pressure water in Manjalpur. It's been a week.,Water Supply,Manjalpur,Social Media,High,Negative
Action required:  foul smell coming from garbage dump in Nandesari. Authorities please take note.,Sanitation,Nandesari,Social Media,Medium,Negative
Action required: Alkapuri is completely dark at night. Please resolve asap.,Street Lights,Alkapuri,Social Media,Medium,Negative
Water is not draining in Kala Ghoda. #Vadodara #VMC,Waterlogging,Kala Ghoda,Social Media,High,Negative
Please check: Nyay Mandir me bahut chemical ki badboo aa rahi hai. It is very annoying.,Pollution,Nyay Mandir,Social Media,High,Negative
Urgent: Dustbins are overflowing at Karelibaug. It is very annoying.,Sanitation,Karelibaug,Social Media,High,Negative
Action required: Cows sitting in the middle of Sayajigunj road. #Vadodara #VMC,Stray Animals,Sayajigunj,WhatsApp,Medium,Negative
"Alert: Andhera hai Sayajigunj me, lights fix karo. It is very annoying.",Street Lights,Sayajigunj,WhatsApp,Medium,Negative
Water is not draining in Sama. #Vadodara #VMC,Waterlogging,Sama,Social Media,High,Negative
Urgent: No water supply in Mandvi since morning. Very dangerous situation.,Water Supply,Mandvi,WhatsApp,High,Negative
Resurfacing needed for Fatehgunj street.,Roads,Fatehgunj,Official App,Medium,Negative
Please check: Dustbins are overflowing at Subhanpura. #Vadodara #VMC,Sanitation,Subhanpura,Social Media,Medium,Negative
Help needed: Garbage not collected in Nandesari for 3 days. #Vadodara #VMC,Sanitation,Nandesari,Social Media,Medium,Negative
Report: No water supply in Gorwa since morning. Calling municipal corporation.,Water Supply,Gorwa,WhatsApp,High,Negative
Air quality is very bad in Sama. It is very annoying.,Pollution,Sama,Social Media,High,Negative
Help needed: Stray animal menace in Raopura. #Vadodara #VMC,Stray Animals,Raopura,Social Media,Medium,Negative
Help needed: No water supply in Mandvi since morning. Please resolve asap.,Water Supply,Mandvi,WhatsApp,High,Negative
Bad road condition near Karelibaug school. Authorities please take note.,Roads,Karelibaug,WhatsApp,Medium,Negative
Cleaning not done in Vasna Road society. Calling municipal corporation.,Sanitation,Vasna Road,WhatsApp,Medium,Negative
Bad road condition near Alkapuri school.,Roads,Alkapuri,News Headline,Medium,Negative
Complaint: Very unhygienic conditions in Sama vegetable market. Calling municipal corporation.,Sanitation,Sama,Social Media,Medium,Negative
Resurfacing needed for Nandesari street.,Roads,Nandesari,News Headline,Medium,Negative
Please check: Very unhygienic conditions in Raopura vegetable market. It's been a week.,Sanitation,Raopura,Social Media,Medium,Negative
Yellow water coming from tap in Nandesari.,Water Supply,Nandesari,News Headline,High,Negative
Cows sitting in the middle of Nandesari road.,Stray Animals,Nandesari,News Headline,Medium,Negative
Urgent: Nandesari is completely submerged. It's been a week.,Waterlogging,Nandesari,WhatsApp,High,Negative
Report: Street lights not working in Subhanpura. Please resolve asap.,Street Lights,Subhanpura,WhatsApp,Medium,Negative
Low pressure water in Kala Ghoda.,Water Supply,Kala Ghoda,News Headline,High,Negative
Please check: Factory releasing black smoke near Akota. Please resolve asap.,Pollution,Akota,Social Media,High,Negative
Contaminated water supply in Sayajigunj.,Water Supply,Sayajigunj,News Headline,High,Negative
Please check: Yellow water coming from tap in Manjalpur. It is very annoying.,Water Supply,Manjalpur,WhatsApp,High,Negative
Urgent: Yellow water coming from tap in Raopura.,Water Supply,Raopura,WhatsApp,High,Negative
Please check: Air quality is very bad in Sama. It is very annoying.,Pollution,Sama,Social Media,High,Negative
Alert: Makarpura me bahut chemical ki badboo aa rahi hai. Please resolve asap.,Pollution,Makarpura,Social Media,High,Negative
Complaint: Bad road condition near Nandesari school. Please resolve asap.,Roads,Nandesari,Social Media,Medium,Negative
Complaint: No water supply in Akota since morning. Authorities please take note.,Water Supply,Akota,Social Media,High,Negative
Blinkering street lights at Ajwa Road crossroad. Calling municipal corporation.,Street Lights,Ajwa Road,WhatsApp,Medium,Negative
Bad road condition near Harni school.,Roads,Harni,Official App,Medium,Negative
Suffocating smell near Makarpura GIDC. Calling municipal corporation.,Pollution,Makarpura,Social Media,High,Negative
"Waghodia Road road is full of potholes, very dangerous for bikers.",Roads,Waghodia Road,Official App,Medium,Negative
Please check: Water logging issue at Tarsali circle. Calling municipal corporation.,Waterlogging,Tarsali,Social Media,High,Negative
